Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
25140686,De kat,Takashi Hiraide,"Hiraide, Takashi",Luk Van Haute,9029090391,9789029090391,4,3.55,Meulenhoff   ,Hardcover,160,2015,2001,,2020/04/25,,,read,,,,1,0
28358171,Het smelt,Lize Spit,"Spit, Lize",,,,5,3.67,Das Mag,Paperback,480,2016,2016,,2020/04/22,,,read,,,,1,0
18691177,"Black Science #1 (Black Science, #1)",Rick Remender,"Remender, Rick","Matteo Scalera, Dean White",,,3,3.88,Image Comics,Paperback,40,2013,,,2018/07/01,,,read,,,,1,0
7726479,Visser,Rob van Essen,"Essen, Rob van",,9046804437,9789046804438,4,3.51,Nieuw Amsterdam,Paperback,188,2008,2008,,2019/12/04,,,read,,,,1,0
12013,"Excession (Culture, #5)",Iain M. Banks,"Banks, Iain M.",,0553575376,9780553575378,4,4.2,Random House Inc,Mass Market Paperback,500,1998,1996,,2019/12/04,,,read,,,,1,0
20697435,The Book of Strange New Things,Michel Faber,"Faber, Michel",,055341884X,9780553418842,4,3.66,Hogarth,Hardcover,500,2014,2014,2019/11/18,2019/09/05,,,read,,,,1,0
11991,The Fall,Albert Camus,"Camus, Albert",Justin O'Brien,0679720227,9780679720225,4,4.04,Vintage Books,Paperback,147,1991,1956,,2018/07/01,,,read,,,,1,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,,,1,4.2,Harper,Kindle Edition,450,2017,2015,2018/07/01,2016/10/04,,,read,,,,1,0
3675181,De pest,Albert Camus,"Camus, Albert",Jan Pieter van der Sterre,9023470559,9789023470557,5,4.02,De Bezige Bij,Paperback,277,2000,1947,,2017/11/10,,,read,,,,1,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,,,3,3.85,Vintage Books ,Paperback,288,2010,2005,2017/08/07,2017/04/04,,,read,,,,1,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,,,3,4.25,Harper Voyager,Paperback,387,1994,1974,2017/01/01,2017/04/04,,,read,,,,1,0
51504,Post Office,Charles Bukowski,"Bukowski, Charles",,0876850867,9780876850862,4,3.93,Black Sparrow Press,Paperback,208,2002,1971,2016/10/24,2016/10/19,,,read,,,,1,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,1590171993,9781590171998,4,4.34,New York Review Books,Paperback,292,2006,1965,2016/10/19,2016/09/22,,,read,,,,1,0
18753656,Lagoon,Nnedi Okorafor,"Okorafor, Nnedi",,1444762753,9781444762754,3,3.63,Hodder & Stoughton,Paperback,306,2014,2014,2016/09/13,2016/07/25,,,read,,,,1,0
